Holiday,Temp(in K),Temp(in C),Temp(in F),Rain_1h,Snow_1h,Clouds_all,Weather_main,Weather_description,Traffic_volume,Date,Time
-,290.81,17.66,63.788,0.0,0.0,1,Clear,Sky is clear,580,2014-07-13,05:00:00
-,289.85,16.7,62.06,0.0,0.0,1,Clear,Sky is clear,980,2014-07-13,06:00:00
-,290.11,16.96,62.528,0.0,0.0,1,Clear,Sky is clear,1502,2014-07-13,07:00:00
-,290.98,17.83,64.094,0.0,0.0,1,Clear,Sky is clear,2240,2014-07-13,08:00:00
-,292.15,19.0,66.2,0.0,0.0,1,Clear,Sky is clear,3099,2014-07-13,09:00:00
-,293.65,20.5,68.9,0.0,0.0,1,Clear,Sky is clear,3608,2014-07-13,10:00:00
-,294.65,21.5,70.7,0.0,0.0,1,Clear,Sky is clear,4140,2014-07-13,11:00:00
-,295.87,22.72,72.896,0.0,0.0,0,Clear,Sky is clear,4577,2014-07-13,12:00:00
-,296.02,22.87,73.166,0.0,0.0,0,Rain,Moderate rain,4833,2014-07-13,13:00:00
-,296.98,23.83,74.894,0.0,0.0,44,Clouds,Scattered clouds,4433,2014-07-13,14:00:00
-,297.03,23.88,74.984,0.0,0.0,75,Clouds,Broken clouds,4070,2014-07-13,15:00:00
-,297.15,24.0,75.2,0.0,0.0,40,Clouds,Scattered clouds,4182,2014-07-13,16:00:00
-,297.49,24.34,75.812,0.0,0.0,0,Rain,Moderate rain,4338,2014-07-13,17:00:00
-,297.19,24.04,75.272,0.0,0.0,0,Clear,Sky is clear,3733,2014-07-13,18:00:00
-,296.62,23.47,74.246,0.0,0.0,0,Clear,Sky is clear,3209,2014-07-13,19:00:00
-,295.38,22.23,72.014,0.0,0.0,12,Clouds,Few clouds,3097,2014-07-13,20:00:00
-,293.52,20.37,68.666,0.0,0.0,12,Clouds,Few clouds,2723,2014-07-13,21:00:00
-,292.28,19.13,66.434,0.0,0.0,12,Clouds,Few clouds,2049,2014-07-13,22:00:00
-,291.16,18.01,64.418,0.0,0.0,12,Clouds,Few clouds,1309,2014-07-13,23:00:00
-,290.7,17.55,63.59,0.0,0.0,12,Clouds,Few clouds,705,2014-07-14,00:00:00
-,290.98,17.83,64.094,0.0,0.0,90,Clouds,Overcast clouds,453,2014-07-14,01:00:00
-,290.02,16.87,62.366,0.0,0.0,40,Clouds,Scattered clouds,333,2014-07-14,02:00:00
-,289.22,16.07,60.926,0.0,0.0,40,Clouds,Scattered clouds,424,2014-07-14,03:00:00
-,288.88,15.73,60.314,0.0,0.0,1,Clear,Sky is clear,893,2014-07-14,04:00:00
-,288.53,15.38,59.684,0.0,0.0,90,Clouds,Overcast clouds,2937,2014-07-14,05:00:00
-,288.66,15.51,59.918,0.0,0.0,90,Clouds,Overcast clouds,5838,2014-07-14,06:00:00
-,288.78,15.63,60.134,0.0,0.0,90,Rain,Light rain,6032,2014-07-14,07:00:00
-,289.72,16.57,61.826,0.0,0.0,75,Clouds,Broken clouds,6191,2014-07-14,08:00:00
-,289.22,16.07,60.926,0.0,0.0,44,Clouds,Scattered clouds,5077,2014-07-14,09:00:00
-,289.35,16.2,61.16,0.0,0.0,44,Clouds,Scattered clouds,4546,2014-07-14,10:00:00
-,289.37,16.22,61.196,0.0,0.0,75,Clouds,Broken clouds,4767,2014-07-14,11:00:00
-,290.25,17.1,62.78,0.0,0.0,90,Clouds,Overcast clouds,5057,2014-07-14,13:00:00
-,290.5,17.35,63.23,0.0,0.0,75,Rain,Light rain,6062,2014-07-14,15:00:00
-,290.22,17.07,62.726,0.0,0.0,90,Rain,Light rain,6763,2014-07-14,16:00:00
-,290.29,17.14,62.852,0.0,0.0,90,Rain,Light rain,6260,2014-07-14,17:00:00
-,289.77,16.62,61.916,0.0,0.0,90,Rain,Light rain,4494,2014-07-14,18:00:00
-,288.78,15.63,60.134,0.0,0.0,90,Rain,Light rain,3268,2014-07-14,19:00:00
-,287.52,14.37,57.866,0.0,0.0,90,Rain,Moderate rain,2929,2014-07-14,20:00:00
-,287.52,14.37,57.866,0.0,0.0,90,Mist,Mist,2929,2014-07-14,20:00:00
-,287.27,14.12,57.416,0.0,0.0,90,Rain,Light rain,2263,2014-07-14,21:00:00
-,287.14,13.99,57.182,0.0,0.0,75,Clouds,Broken clouds,1816,2014-07-14,22:00:00
-,287.15,14.0,57.2,0.0,0.0,75,Clouds,Broken clouds,1105,2014-07-14,23:00:00
-,286.65,13.5,56.3,0.0,0.0,90,Clouds,Overcast clouds,639,2014-07-15,00:00:00
-,286.65,13.5,56.3,0.0,0.0,75,Clouds,Broken clouds,386,2014-07-15,01:00:00
-,286.89,13.74,56.732,0.0,0.0,90,Clouds,Overcast clouds,336,2014-07-15,02:00:00
-,286.65,13.5,56.3,0.0,0.0,90,Clouds,Overcast clouds,412,2014-07-15,03:00:00
-,286.28,13.13,55.634,0.0,0.0,40,Clouds,Scattered clouds,922,2014-07-15,04:00:00
-,285.86,12.71,54.878,0.0,0.0,40,Clouds,Scattered clouds,3021,2014-07-15,05:00:00
-,285.78,12.63,54.734,0.0,0.0,75,Clouds,Broken clouds,5724,2014-07-15,06:00:00
-,286.65,13.5,56.3,0.0,0.0,75,Clouds,Broken clouds,6610,2014-07-15,07:00:00
-,288.3,15.15,59.27,0.0,0.0,75,Clouds,Broken clouds,6055,2014-07-15,08:00:00
-,289.53,16.38,61.484,0.0,0.0,90,Clouds,Overcast clouds,5332,2014-07-15,09:00:00
-,290.53,17.38,63.284,0.0,0.0,40,Clouds,Scattered clouds,4573,2014-07-15,10:00:00
-,291.65,18.5,65.3,0.0,0.0,75,Clouds,Broken clouds,5008,2014-07-15,11:00:00
-,292.02,18.87,65.966,0.0,0.0,75,Clouds,Broken clouds,5332,2014-07-15,12:00:00
-,292.89,19.74,67.532,0.0,0.0,90,Clouds,Overcast clouds,5353,2014-07-15,13:00:00
-,293.4,20.25,68.45,0.0,0.0,75,Clouds,Broken clouds,5726,2014-07-15,14:00:00
-,294.44,21.29,70.322,0.0,0.0,75,Clouds,Broken clouds,6011,2014-07-15,15:00:00
-,294.28,21.13,70.034,0.0,0.0,75,Clouds,Broken clouds,7090,2014-07-15,16:00:00
-,294.65,21.5,70.7,0.0,0.0,75,Clouds,Broken clouds,6361,2014-07-15,17:00:00
-,294.53,21.38,70.484,0.0,0.0,75,Clouds,Broken clouds,4465,2014-07-15,18:00:00
-,294.28,21.13,70.034,0.0,0.0,75,Clouds,Broken clouds,3458,2014-07-15,19:00:00
-,293.28,20.13,68.234,0.0,0.0,20,Clouds,Few clouds,3108,2014-07-15,20:00:00
-,291.3,18.15,64.67,0.0,0.0,1,Clear,Sky is clear,2801,2014-07-15,21:00:00
-,289.53,16.38,61.484,0.0,0.0,40,Clouds,Scattered clouds,2073,2014-07-15,22:00:00
-,288.66,15.51,59.918,0.0,0.0,1,Clear,Sky is clear,1258,2014-07-15,23:00:00
-,287.53,14.38,57.884,0.0,0.0,1,Clear,Sky is clear,784,2014-07-16,00:00:00
-,287.44,14.29,57.722,0.0,0.0,1,Clear,Sky is clear,463,2014-07-16,01:00:00
-,286.91,13.76,56.768,0.0,0.0,1,Clear,Sky is clear,350,2014-07-16,02:00:00
-,286.53,13.38,56.084,0.0,0.0,1,Clear,Sky is clear,403,2014-07-16,03:00:00
-,286.04,12.89,55.202,0.0,0.0,1,Clear,Sky is clear,934,2014-07-16,04:00:00
-,285.2,12.05,53.69,0.0,0.0,1,Clear,Sky is clear,3065,2014-07-16,05:00:00
-,285.04,11.89,53.402,0.0,0.0,1,Clear,Sky is clear,5722,2014-07-16,06:00:00
-,286.25,13.1,55.58,0.0,0.0,40,Clouds,Scattered clouds,6552,2014-07-16,07:00:00
-,288.35,15.2,59.36,0.0,0.0,20,Clouds,Few clouds,5757,2014-07-16,08:00:00
-,290.68,17.53,63.554,0.0,0.0,1,Clear,Sky is clear,5528,2014-07-16,09:00:00
-,293.24,20.09,68.162,0.0,0.0,1,Clear,Sky is clear,4738,2014-07-16,10:00:00
-,294.54,21.39,70.502,0.0,0.0,1,Clear,Sky is clear,4982,2014-07-16,11:00:00
-,295.52,22.37,72.266,0.0,0.0,40,Clouds,Scattered clouds,5334,2014-07-16,12:00:00
-,295.57,22.42,72.356,0.0,0.0,40,Clouds,Scattered clouds,5168,2014-07-16,13:00:00
-,296.1,22.95,73.31,0.0,0.0,40,Clouds,Scattered clouds,5539,2014-07-16,14:00:00
-,296.81,23.66,74.588,0.0,0.0,40,Clouds,Scattered clouds,6011,2014-07-16,15:00:00
-,297.0,23.85,74.93,0.0,0.0,40,Clouds,Scattered clouds,6852,2014-07-16,16:00:00
-,296.43,23.28,73.904,0.0,0.0,40,Clouds,Scattered clouds,6483,2014-07-16,17:00:00
-,296.36,23.21,73.778,0.0,0.0,75,Clouds,Broken clouds,4893,2014-07-16,18:00:00
-,296.15,23.0,73.4,0.0,0.0,75,Clouds,Broken clouds,3606,2014-07-16,19:00:00
-,294.84,21.69,71.042,0.0,0.0,75,Clouds,Broken clouds,3217,2014-07-16,20:00:00
-,291.89,18.74,65.732,0.0,0.0,1,Clear,Sky is clear,2911,2014-07-16,21:00:00
-,290.22,17.07,62.726,0.0,0.0,1,Clear,Sky is clear,2117,2014-07-16,22:00:00
-,289.04,15.89,60.602,0.0,0.0,1,Clear,Sky is clear,1289,2014-07-16,23:00:00
-,288.68,15.53,59.954,0.0,0.0,1,Clear,Sky is clear,747,2014-07-17,00:00:00
-,287.8,14.65,58.37,0.0,0.0,1,Clear,Sky is clear,451,2014-07-17,01:00:00
-,287.24,14.09,57.362,0.25,0.0,1,Rain,Light rain,333,2014-07-17,02:00:00
-,286.92,13.77,56.786,0.25,0.0,1,Rain,Light rain,428,2014-07-17,03:00:00
-,286.86,13.71,56.678,0.0,0.0,1,Clear,Sky is clear,886,2014-07-17,04:00:00
-,286.45,13.3,55.94,0.0,0.0,1,Mist,Mist,2998,2014-07-17,05:00:00
-,286.56,13.41,56.138,0.0,0.0,1,Mist,Mist,5907,2014-07-17,06:00:00
-,287.3,14.15,57.47,0.0,0.0,75,Clouds,Broken clouds,6665,2014-07-17,07:00:00
-,289.34,16.19,61.142,0.0,0.0,75,Clouds,Broken clouds,6332,2014-07-17,08:00:00
-,291.02,17.87,64.166,0.0,0.0,40,Clouds,Scattered clouds,5227,2014-07-17,09:00:00
-,293.78,20.63,69.134,0.0,0.0,20,Clouds,Few clouds,4687,2014-07-17,10:00:00
-,296.24,23.09,73.562,0.0,0.0,1,Clear,Sky is clear,4937,2014-07-17,11:00:00
-,297.11,23.96,75.128,0.0,0.0,20,Clouds,Few clouds,5433,2014-07-17,12:00:00
-,297.88,24.73,76.514,0.0,0.0,0,Clear,Sky is clear,5333,2014-07-17,13:00:00
-,298.35,25.2,77.36,0.0,0.0,32,Clouds,Scattered clouds,5766,2014-07-17,14:00:00
-,298.78,25.63,78.134,0.0,0.0,40,Clouds,Scattered clouds,6113,2014-07-17,15:00:00
-,298.9,25.75,78.35,0.0,0.0,40,Clouds,Scattered clouds,6628,2014-07-17,16:00:00
-,298.7,25.55,77.99,0.0,0.0,40,Clouds,Scattered clouds,6266,2014-07-17,17:00:00
-,298.53,25.38,77.684,0.0,0.0,40,Clouds,Scattered clouds,5099,2014-07-17,18:00:00
-,297.64,24.49,76.082,0.0,0.0,40,Clouds,Scattered clouds,3592,2014-07-17,19:00:00
-,296.47,23.32,73.976,0.0,0.0,20,Clouds,Few clouds,3306,2014-07-17,20:00:00
-,294.93,21.78,71.204,0.0,0.0,1,Clear,Sky is clear,3054,2014-07-17,21:00:00
-,293.0,19.85,67.73,0.0,0.0,1,Clear,Sky is clear,2401,2014-07-17,22:00:00
-,291.83,18.68,65.624,0.0,0.0,1,Clear,Sky is clear,1469,2014-07-17,23:00:00
-,291.3,18.15,64.67,0.0,0.0,1,Clear,Sky is clear,822,2014-07-18,00:00:00
-,290.86,17.71,63.878,0.0,0.0,1,Clear,Sky is clear,452,2014-07-18,01:00:00
-,290.21,17.06,62.708,0.0,0.0,1,Clear,Sky is clear,381,2014-07-18,02:00:00
-,289.61,16.46,61.628,0.0,0.0,1,Clear,Sky is clear,425,2014-07-18,03:00:00
-,288.86,15.71,60.278,0.0,0.0,1,Clear,Sky is clear,898,2014-07-18,04:00:00
-,288.85,15.7,60.26,0.0,0.0,1,Clear,Sky is clear,2776,2014-07-18,05:00:00
-,288.53,15.38,59.684,0.0,0.0,1,Clear,Sky is clear,5573,2014-07-18,06:00:00
-,289.47,16.32,61.376,0.0,0.0,40,Clouds,Scattered clouds,6315,2014-07-18,07:00:00
-,290.77,17.62,63.716,0.0,0.0,75,Clouds,Broken clouds,5658,2014-07-18,08:00:00
-,292.47,19.32,66.776,0.0,0.0,75,Clouds,Broken clouds,5325,2014-07-18,09:00:00
-,294.48,21.33,70.394,0.0,0.0,40,Clouds,Scattered clouds,4958,2014-07-18,10:00:00
-,296.21,23.06,73.508,0.0,0.0,20,Clouds,Few clouds,5189,2014-07-18,11:00:00
-,297.66,24.51,76.118,0.0,0.0,40,Clouds,Scattered clouds,5829,2014-07-18,12:00:00
-,297.7,24.55,76.19,0.0,0.0,40,Clouds,Scattered clouds,5662,2014-07-18,13:00:00
-,297.93,24.78,76.604,0.0,0.0,40,Clouds,Scattered clouds,5769,2014-07-18,14:00:00
-,298.01,24.86,76.748,0.0,0.0,40,Clouds,Scattered clouds,6139,2014-07-18,15:00:00
-,297.96,24.81,76.658,0.0,0.0,75,Clouds,Broken clouds,6338,2014-07-18,16:00:00
-,298.09,24.94,76.892,0.0,0.0,75,Clouds,Broken clouds,5742,2014-07-18,17:00:00
-,298.07,24.92,76.856,0.0,0.0,40,Clouds,Scattered clouds,4883,2014-07-18,18:00:00
-,297.6,24.45,76.01,0.0,0.0,40,Clouds,Scattered clouds,3807,2014-07-18,19:00:00
-,296.4,23.25,73.85,0.0,0.0,75,Clouds,Broken clouds,2998,2014-07-18,20:00:00
-,295.78,22.63,72.734,0.0,0.0,40,Clouds,Scattered clouds,2883,2014-07-18,21:00:00
-,294.97,21.82,71.276,0.0,0.0,75,Clouds,Broken clouds,2677,2014-07-18,22:00:00
-,294.72,21.57,70.826,0.0,0.0,90,Clouds,Overcast clouds,2275,2014-07-18,23:00:00
-,294.1,20.95,69.71,0.0,0.0,40,Clouds,Scattered clouds,1344,2014-07-19,00:00:00
-,293.79,20.64,69.152,0.0,0.0,8,Clear,Sky is clear,847,2014-07-19,01:00:00
-,293.23,20.08,68.144,0.25,0.0,75,Rain,Light rain,763,2014-07-19,02:00:00
-,292.86,19.71,67.478,0.25,0.0,40,Rain,Light rain,498,2014-07-19,03:00:00
-,292.53,19.38,66.884,0.0,0.0,40,Clouds,Scattered clouds,519,2014-07-19,04:00:00
-,292.06,18.91,66.038,0.0,0.0,20,Clouds,Few clouds,940,2014-07-19,05:00:00
-,292.21,19.06,66.308,0.0,0.0,90,Clouds,Overcast clouds,1485,2014-07-19,06:00:00
-,292.58,19.43,66.974,0.0,0.0,75,Clouds,Broken clouds,2163,2014-07-19,07:00:00
-,293.07,19.92,67.856,0.0,0.0,75,Clouds,Broken clouds,2958,2014-07-19,08:00:00
-,294.11,20.96,69.728,0.0,0.0,75,Clouds,Broken clouds,3900,2014-07-19,09:00:00
-,295.4,22.25,72.05,0.0,0.0,75,Clouds,Broken clouds,4254,2014-07-19,10:00:00
-,295.92,22.77,72.986,0.0,0.0,90,Clouds,Overcast clouds,4407,2014-07-19,11:00:00
-,296.13,22.98,73.364,0.0,0.0,90,Clouds,Overcast clouds,4572,2014-07-19,12:00:00
-,296.92,23.77,74.786,0.0,0.0,90,Clouds,Overcast clouds,4697,2014-07-19,13:00:00
-,297.07,23.92,75.056,0.0,0.0,90,Rain,Light rain,4946,2014-07-19,14:00:00
-,297.84,24.69,76.442,0.0,0.0,75,Clouds,Broken clouds,4839,2014-07-19,15:00:00
-,298.15,25.0,77.0,0.51,0.0,75,Rain,Light rain,4928,2014-07-19,16:00:00
-,298.08,24.93,76.874,0.0,0.0,90,Clouds,Overcast clouds,4859,2014-07-19,17:00:00
-,298.05,24.9,76.82,0.0,0.0,90,Clouds,Overcast clouds,4322,2014-07-19,18:00:00
-,297.88,24.73,76.514,0.0,0.0,90,Clouds,Overcast clouds,3542,2014-07-19,19:00:00
-,297.4,24.25,75.65,0.0,0.0,90,Clouds,Overcast clouds,3140,2014-07-19,20:00:00
-,296.63,23.48,74.264,0.0,0.0,75,Clouds,Broken clouds,2960,2014-07-19,21:00:00
-,296.11,22.96,73.328,0.0,0.0,40,Clouds,Scattered clouds,2735,2014-07-19,22:00:00
-,295.88,22.73,72.914,0.0,0.0,40,Clouds,Scattered clouds,2319,2014-07-19,23:00:00
-,295.52,22.37,72.266,0.0,0.0,75,Clouds,Broken clouds,1632,2014-07-20,00:00:00
-,295.26,22.11,71.798,0.0,0.0,75,Clouds,Broken clouds,1125,2014-07-20,01:00:00
-,294.94,21.79,71.222,0.0,0.0,90,Clouds,Overcast clouds,823,2014-07-20,02:00:00
-,294.63,21.48,70.664,0.0,0.0,75,Clouds,Broken clouds,432,2014-07-20,03:00:00
-,294.21,21.06,69.908,0.0,0.0,75,Clouds,Broken clouds,384,2014-07-20,04:00:00
-,293.99,20.84,69.512,0.0,0.0,75,Clouds,Broken clouds,551,2014-07-20,05:00:00
-,293.75,20.6,69.08,0.0,0.0,40,Clouds,Scattered clouds,922,2014-07-20,06:00:00
-,294.42,21.27,70.286,0.0,0.0,75,Clouds,Broken clouds,1139,2014-07-20,07:00:00
-,295.35,22.2,71.96,0.0,0.0,90,Clouds,Overcast clouds,1881,2014-07-20,08:00:00
-,296.36,23.21,73.778,0.0,0.0,75,Clouds,Broken clouds,2902,2014-07-20,09:00:00
-,297.65,24.5,76.1,0.0,0.0,90,Clouds,Overcast clouds,3692,2014-07-20,10:00:00
-,299.23,26.08,78.944,0.0,0.0,90,Clouds,Overcast clouds,4187,2014-07-20,11:00:00
-,300.63,27.48,81.464,0.0,0.0,75,Clouds,Broken clouds,4682,2014-07-20,12:00:00
-,301.61,28.46,83.228,0.0,0.0,75,Clouds,Broken clouds,4394,2014-07-20,13:00:00
-,302.2,29.05,84.29,0.0,0.0,75,Clouds,Broken clouds,4451,2014-07-20,14:00:00
-,302.27,29.12,84.416,0.0,0.0,75,Clouds,Broken clouds,4337,2014-07-20,15:00:00
-,302.41,29.26,84.668,0.0,0.0,40,Clouds,Scattered clouds,4471,2014-07-20,16:00:00
-,302.11,28.96,84.128,0.0,0.0,40,Clouds,Scattered clouds,4261,2014-07-20,17:00:00
-,301.55,28.4,83.12,0.0,0.0,75,Clouds,Broken clouds,4030,2014-07-20,18:00:00
-,301.01,27.86,82.148,0.0,0.0,90,Clouds,Overcast clouds,3484,2014-07-20,19:00:00
-,300.2,27.05,80.69,0.0,0.0,90,Clouds,Overcast clouds,3245,2014-07-20,20:00:00
-,299.82,26.67,80.006,0.0,0.0,90,Clouds,Overcast clouds,2657,2014-07-20,21:00:00
-,299.15,26.0,78.8,0.0,0.0,40,Clouds,Scattered clouds,2091,2014-07-20,22:00:00
-,298.81,25.66,78.188,0.0,0.0,90,Clouds,Overcast clouds,1336,2014-07-20,23:00:00
-,298.07,24.92,76.856,0.0,0.0,75,Clouds,Broken clouds,773,2014-07-21,00:00:00
-,297.7,24.55,76.19,0.0,0.0,75,Clouds,Broken clouds,592,2014-07-21,01:00:00
-,297.3,24.15,75.47,0.0,0.0,90,Clouds,Overcast clouds,380,2014-07-21,02:00:00
-,296.97,23.82,74.876,0.0,0.0,75,Clouds,Broken clouds,391,2014-07-21,03:00:00
-,296.6,23.45,74.21,0.0,0.0,90,Clouds,Overcast clouds,961,2014-07-21,04:00:00
-,296.43,23.28,73.904,0.0,0.0,75,Clouds,Broken clouds,2952,2014-07-21,05:00:00
-,296.46,23.31,73.958,0.0,0.0,75,Clouds,Broken clouds,5657,2014-07-21,06:00:00
-,296.36,23.21,73.778,0.0,0.0,90,Clouds,Overcast clouds,6741,2014-07-21,07:00:00
-,296.8,23.65,74.57,0.0,0.0,75,Clouds,Broken clouds,5813,2014-07-21,08:00:00
-,298.41,25.26,77.468,0.0,0.0,75,Clouds,Broken clouds,4911,2014-07-21,09:00:00
-,299.59,26.44,79.592,0.0,0.0,90,Clouds,Overcast clouds,4525,2014-07-21,10:00:00
-,301.36,28.21,82.778,0.0,0.0,40,Clouds,Scattered clouds,4698,2014-07-21,11:00:00
-,302.21,29.06,84.308,0.0,0.0,40,Clouds,Scattered clouds,5153,2014-07-21,12:00:00
-,303.08,29.93,85.874,0.0,0.0,12,Clouds,Few clouds,4859,2014-07-21,13:00:00
-,303.84,30.69,87.242,0.0,0.0,75,Clouds,Broken clouds,5459,2014-07-21,14:00:00
-,304.22,31.07,87.926,0.0,0.0,75,Clouds,Broken clouds,5871,2014-07-21,15:00:00
-,304.68,31.53,88.754,0.0,0.0,75,Clouds,Broken clouds,6426,2014-07-21,16:00:00
-,303.82,30.67,87.206,0.0,0.0,75,Clouds,Broken clouds,6341,2014-07-21,17:00:00
-,303.45,30.3,86.54,0.0,0.0,90,Clouds,Overcast clouds,4651,2014-07-21,18:00:00
-,302.96,29.81,85.658,0.0,0.0,75,Clouds,Broken clouds,3601,2014-07-21,19:00:00
-,302.1,28.95,84.11,0.0,0.0,90,Clouds,Overcast clouds,2730,2014-07-21,20:00:00
-,301.35,28.2,82.76,0.0,0.0,1,Clear,Sky is clear,2460,2014-07-21,21:00:00
-,301.0,27.85,82.13,0.0,0.0,1,Clear,Sky is clear,1777,2014-07-21,22:00:00
-,300.6,27.45,81.41,0.0,0.0,90,Clouds,Overcast clouds,1211,2014-07-21,23:00:00
-,300.33,27.18,80.924,0.0,0.0,1,Clear,Sky is clear,627,2014-07-22,00:00:00
-,300.01,26.86,80.348,0.0,0.0,1,Thunderstorm,Proximity thunderstorm,432,2014-07-22,01:00:00
-,299.9,26.75,80.15,0.0,0.0,75,Clouds,Broken clouds,334,2014-07-22,02:00:00
-,299.63,26.48,79.664,0.0,0.0,90,Clouds,Overcast clouds,405,2014-07-22,03:00:00
-,299.39,26.24,79.232,0.0,0.0,1,Clear,Sky is clear,901,2014-07-22,04:00:00
-,298.63,25.48,77.864,0.0,0.0,75,Mist,Mist,3022,2014-07-22,05:00:00
-,297.85,24.7,76.46,0.0,0.0,1,Clear,Sky is clear,5588,2014-07-22,06:00:00
-,296.01,22.86,73.148,0.0,0.0,40,Clouds,Scattered clouds,6211,2014-07-22,07:00:00
-,296.11,22.96,73.328,0.0,0.0,20,Clouds,Few clouds,6078,2014-07-22,08:00:00
-,296.84,23.69,74.642,0.0,0.0,40,Clouds,Scattered clouds,5263,2014-07-22,09:00:00
-,297.33,24.18,75.524,0.0,0.0,40,Clouds,Scattered clouds,4607,2014-07-22,10:00:00
-,297.79,24.64,76.352,0.0,0.0,90,Clouds,Overcast clouds,4907,2014-07-22,11:00:00
-,298.41,25.26,77.468,0.0,0.0,75,Clouds,Broken clouds,5067,2014-07-22,12:00:00
-,299.5,26.35,79.43,0.0,0.0,75,Clouds,Broken clouds,5192,2014-07-22,13:00:00
-,300.25,27.1,80.78,0.0,0.0,12,Clouds,Few clouds,5416,2014-07-22,14:00:00
-,301.08,27.93,82.274,0.0,0.0,40,Clouds,Scattered clouds,6123,2014-07-22,15:00:00
-,301.13,27.98,82.364,0.0,0.0,40,Clouds,Scattered clouds,6865,2014-07-22,16:00:00
-,301.08,27.93,82.274,0.0,0.0,20,Clouds,Few clouds,6597,2014-07-22,17:00:00
-,300.79,27.64,81.752,0.0,0.0,44,Clouds,Scattered clouds,5173,2014-07-22,18:00:00
-,299.29,26.14,79.052,0.0,0.0,20,Clouds,Few clouds,3510,2014-07-22,19:00:00
-,297.96,24.81,76.658,0.0,0.0,20,Clouds,Few clouds,3070,2014-07-22,20:00:00
-,296.39,23.24,73.832,0.0,0.0,0,Clear,Sky is clear,2806,2014-07-22,21:00:00
-,294.98,21.83,71.294,0.0,0.0,1,Clear,Sky is clear,2037,2014-07-22,22:00:00
-,294.14,20.99,69.782,0.0,0.0,1,Clear,Sky is clear,1235,2014-07-22,23:00:00
-,293.37,20.22,68.396,0.0,0.0,1,Clear,Sky is clear,684,2014-07-23,00:00:00
-,292.61,19.46,67.028,0.0,0.0,1,Clear,Sky is clear,443,2014-07-23,01:00:00
-,291.68,18.53,65.354,0.0,0.0,1,Clear,Sky is clear,341,2014-07-23,02:00:00
-,290.67,17.52,63.536,0.25,0.0,1,Rain,Light rain,397,2014-07-23,03:00:00
-,289.81,16.66,61.988,0.0,0.0,1,Clear,Sky is clear,971,2014-07-23,04:00:00
-,289.12,15.97,60.746,0.0,0.0,1,Clear,Sky is clear,3068,2014-07-23,05:00:00
-,288.75,15.6,60.08,0.0,0.0,1,Clear,Sky is clear,5767,2014-07-23,06:00:00
-,289.7,16.55,61.79,0.0,0.0,40,Clouds,Scattered clouds,6511,2014-07-23,07:00:00
-,292.04,18.89,66.002,0.0,0.0,20,Clouds,Few clouds,5999,2014-07-23,08:00:00
-,294.16,21.01,69.818,0.0,0.0,20,Clouds,Few clouds,5297,2014-07-23,09:00:00
-,296.6,23.45,74.21,0.0,0.0,20,Clouds,Few clouds,4913,2014-07-23,10:00:00
-,297.79,24.64,76.352,0.0,0.0,20,Clouds,Few clouds,5611,2014-07-23,11:00:00
-,298.53,25.38,77.684,0.0,0.0,75,Clouds,Broken clouds,5442,2014-07-23,12:00:00
-,299.29,26.14,79.052,0.0,0.0,40,Clouds,Scattered clouds,5426,2014-07-23,13:00:00
-,299.47,26.32,79.376,0.0,0.0,40,Clouds,Scattered clouds,5610,2014-07-23,14:00:00
-,299.41,26.26,79.268,0.0,0.0,40,Clouds,Scattered clouds,6085,2014-07-23,15:00:00
-,299.58,26.43,79.574,0.0,0.0,20,Clouds,Few clouds,6609,2014-07-23,16:00:00
-,299.5,26.35,79.43,0.0,0.0,20,Clouds,Few clouds,6293,2014-07-23,17:00:00
-,299.17,26.02,78.836,0.0,0.0,20,Clouds,Few clouds,4872,2014-07-23,18:00:00
-,298.64,25.49,77.882,0.0,0.0,20,Clouds,Few clouds,3639,2014-07-23,19:00:00
-,296.99,23.84,74.912,0.0,0.0,20,Clouds,Few clouds,3135,2014-07-23,20:00:00
-,294.69,21.54,70.772,0.0,0.0,1,Clear,Sky is clear,2867,2014-07-23,21:00:00
-,292.43,19.28,66.704,0.0,0.0,1,Clear,Sky is clear,2083,2014-07-23,22:00:00
-,291.56,18.41,65.138,0.0,0.0,1,Clear,Sky is clear,1325,2014-07-23,23:00:00
-,290.32,17.17,62.906,0.0,0.0,1,Clear,Sky is clear,698,2014-07-24,00:00:00
-,289.91,16.76,62.168,0.0,0.0,1,Clear,Sky is clear,511,2014-07-24,01:00:00
-,288.99,15.84,60.512,0.0,0.0,1,Clear,Sky is clear,349,2014-07-24,02:00:00
-,293.37,20.22,68.396,0.0,0.0,1,Clear,Sky is clear,801,2014-07-25,00:00:00
-,292.98,19.83,67.694,0.0,0.0,1,Clear,Sky is clear,542,2014-07-25,01:00:00
-,292.28,19.13,66.434,0.0,0.0,40,Clouds,Scattered clouds,430,2014-07-25,02:00:00
-,292.69,19.54,67.172,0.0,0.0,90,Clouds,Overcast clouds,466,2014-07-25,03:00:00
-,292.84,19.69,67.442,0.0,0.0,75,Thunderstorm,Proximity thunderstorm,866,2014-07-25,04:00:00
-,292.84,19.69,67.442,0.0,0.0,75,Rain,Moderate rain,866,2014-07-25,04:00:00
-,291.84,18.69,65.642,6.1,0.0,90,Rain,Heavy intensity rain,2679,2014-07-25,05:00:00
-,291.84,18.69,65.642,6.1,0.0,90,Thunderstorm,Proximity thunderstorm,2679,2014-07-25,05:00:00
